"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"97",0.741666666666667,0,0,0.258333333333333,0
"98",0,0,0,0,1
"99",0.158333333333333,0,0,0,0.841666666666667
"100",0.741666666666667,0,0,0.258333333333333,0
"101",0.885,0,0,0,0.115
"102",0.713333333333333,0,0,0,0.286666666666667
"103",0.866666666666667,0,0,0.133333333333333,0
"104",1,0,0,0,0
"105",0.713333333333333,0,0,0,0.286666666666667
"106",1,0,0,0,0
"107",0.568333333333333,0,0,0.431666666666667,0
"108",0.183333333333333,0,0,0.121666666666667,0.695
"109",0.853333333333333,0,0,0,0.146666666666667
"110",0.721666666666667,0,0,0.00833333333333333,0.27
"111",0.658333333333333,0,0,0.341666666666667,0
"112",1,0,0,0,0
"113",0.476666666666667,0,0,0.523333333333333,0
"114",0.568333333333333,0,0,0.431666666666667,0
"115",0.105,0,0,0,0.895
"116",1,0,0,0,0
"117",1,0,0,0,0
"118",0.178333333333333,0,0.01,0.438333333333333,0.373333333333333
"119",0.471666666666667,0,0,0.528333333333333,0
"120",0.496666666666667,0,0,0,0.503333333333333
"121",0.885,0,0,0,0.115
"122",0.885,0,0,0,0.115
"123",0.885,0,0,0,0.115
"124",0,0,0,0,1
"125",0.161666666666667,0,0,0,0.838333333333333
"126",0.995,0,0,0,0.005
"127",0.53,0,0,0.03,0.44
"128",0.885,0,0,0,0.115
"129",0.885,0,0,0,0.115
"130",0.885,0,0,0,0.115
"131",0.866666666666667,0,0,0.133333333333333,0
"132",0.885,0,0,0,0.115
"133",0.885,0,0,0,0.115
"134",0.945,0,0,0.055,0
"135",0.778333333333333,0,0,0.0283333333333333,0.193333333333333
"136",0.945,0,0,0.055,0
"137",0.516666666666667,0,0,0.0283333333333333,0.455
"138",0,0,0,0,1
"139",0.591666666666667,0,0,0.408333333333333,0
"140",0.866666666666667,0,0,0.133333333333333,0
"141",1,0,0,0,0
"142",0.123333333333333,0,0,0,0.876666666666667
"143",0.613333333333333,0,0,0.386666666666667,0
"144",0.591666666666667,0,0,0.408333333333333,0
"145",1,0,0,0,0
"146",0.615,0,0,0.385,0
"147",0.53,0,0,0.03,0.44
"148",0.48,0,0,0.52,0
"149",0.0783333333333333,0,0,0,0.921666666666667
"150",0.123333333333333,0,0,0,0.876666666666667
"151",0.721666666666667,0,0,0.00833333333333333,0.27
"152",0.0833333333333333,0,0,0.00166666666666667,0.915
"153",1,0,0,0,0
"154",0.215,0,0,0.228333333333333,0.556666666666667
"155",1,0,0,0,0
"156",1,0,0,0,0
"157",0.508333333333333,0,0,0.491666666666667,0
"158",0,0,0,0,1
"159",0.721666666666667,0,0,0.00833333333333333,0.27
"160",0.866666666666667,0,0,0.133333333333333,0
"161",0.945,0,0,0.055,0
"162",1,0,0,0,0
"163",0.161666666666667,0,0,0,0.838333333333333
"164",0.885,0,0,0,0.115
"165",0.568333333333333,0,0,0.431666666666667,0
"166",0.885,0,0,0,0.115
"167",1,0,0,0,0
"168",0.945,0,0,0.055,0
"169",1,0,0,0,0
"170",1,0,0,0,0
"171",0.085,0,0.146666666666667,0.0233333333333333,0.745
"172",0.945,0,0,0.055,0
"173",0.658333333333333,0,0,0.341666666666667,0
"174",0.615,0,0,0.385,0
"175",0.866666666666667,0,0,0.133333333333333,0
"176",0.158333333333333,0,0,0,0.841666666666667
"177",0.473333333333333,0,0,0.526666666666667,0
"178",0.67,0,0,0,0.33
"179",0.741666666666667,0,0,0.258333333333333,0
"180",0.261666666666667,0,0,0.00833333333333333,0.73
"181",0,0,0,0,1
"182",0.158333333333333,0,0,0,0.841666666666667
"183",1,0,0,0,0
"184",0.251666666666667,0,0,0.00166666666666667,0.746666666666667
"185",0.741666666666667,0,0,0.258333333333333,0
"186",0.658333333333333,0,0,0.341666666666667,0
"187",0,0,0,0,1
"188",0.945,0,0,0.055,0
"189",1,0,0,0,0
"190",1,0,0,0,0
"191",0.615,0,0,0.385,0
"192",0.741666666666667,0,0,0.258333333333333,0
"193",0.265,0,0,0,0.735
"194",1,0,0,0,0
"195",1,0,0,0,0
"196",0.875,0,0,0,0.125
"197",1,0,0,0,0
"198",1,0,0,0,0
"199",0.658333333333333,0,0,0.341666666666667,0
"200",1,0,0,0,0
"201",0,0.02,0,0,0.98
"202",0.731666666666667,0,0,0.025,0.243333333333333
"203",0.998333333333333,0,0,0,0.00166666666666667
"204",0.945,0,0,0.055,0
"205",0.215,0,0,0.228333333333333,0.556666666666667
"206",0.651666666666667,0,0,0,0.348333333333333
"207",1,0,0,0,0
"208",0.178333333333333,0,0.0283333333333333,0.225,0.568333333333333
"209",0.866666666666667,0,0,0.133333333333333,0
"210",0.866666666666667,0,0,0.133333333333333,0
"211",0.15,0,0,0,0.85
"212",0.476666666666667,0,0,0.523333333333333,0
"213",0.568333333333333,0,0,0.431666666666667,0
"214",1,0,0,0,0
"215",0,0,0,0,1
"216",0.658333333333333,0,0,0.341666666666667,0
"217",0.885,0,0,0,0.115
"218",0.713333333333333,0,0,0,0.286666666666667
"219",1,0,0,0,0
"220",0.588333333333333,0,0,0.411666666666667,0
"221",0.215,0,0,0.0533333333333333,0.731666666666667
"222",0.158333333333333,0,0,0,0.841666666666667
"223",0.123333333333333,0,0,0,0.876666666666667
"224",1,0,0,0,0
"225",0.196666666666667,0,0.045,0.473333333333333,0.285
"226",0.945,0,0,0.055,0
"227",0.123333333333333,0,0,0,0.876666666666667
"228",0.161666666666667,0,0,0,0.838333333333333
"229",0.866666666666667,0,0,0.133333333333333,0
"230",0.155,0,0,0,0.845
"231",0.885,0,0,0,0.115
"232",0.995,0,0,0,0.005
"233",0,0,0,0,1
"234",0.178333333333333,0,0.00166666666666667,0.181666666666667,0.638333333333333
"235",0.508333333333333,0,0,0.491666666666667,0
"236",0.885,0,0,0,0.115
"237",0.568333333333333,0,0,0.431666666666667,0
"238",0.271666666666667,0,0,0,0.728333333333333
"239",1,0,0,0,0
"240",0.885,0,0,0,0.115
"241",1,0,0,0,0
"242",0.613333333333333,0,0,0.386666666666667,0
"243",0.885,0,0,0,0.115
"244",0.721666666666667,0,0,0.00833333333333333,0.27
"245",0.866666666666667,0,0,0.133333333333333,0
"246",0.48,0,0,0.52,0
"247",0.506666666666667,0,0,0,0.493333333333333
"248",0.713333333333333,0,0,0,0.286666666666667
"249",0.568333333333333,0,0,0.431666666666667,0
"250",0.853333333333333,0,0,0,0.146666666666667
"251",0.161666666666667,0,0,0.005,0.833333333333333
"252",0.535,0,0,0.465,0
"253",0,0,0,0,1
"254",0.508333333333333,0,0,0.491666666666667,0
"255",0,0,0,0,1
"256",0.945,0,0,0.055,0
"257",0.508333333333333,0,0,0.491666666666667,0
"258",0.713333333333333,0,0,0,0.286666666666667
"259",0.475,0,0,0.525,0
"260",0.995,0,0,0,0.005
"261",1,0,0,0,0
"262",1,0,0,0,0
"263",1,0,0,0,0
"264",0.866666666666667,0,0,0.133333333333333,0
"265",0.615,0,0,0.385,0
"266",0.516666666666667,0,0,0.0283333333333333,0.455
"267",0.265,0,0,0,0.735
"268",0.0783333333333333,0,0,0,0.921666666666667
"269",0.0783333333333333,0,0,0,0.921666666666667
"270",0.885,0,0,0,0.115
"271",0.15,0,0,0,0.85
"272",0.535,0,0,0.0216666666666667,0.443333333333333
"273",0.251666666666667,0,0,0.0866666666666667,0.661666666666667
"274",0.476666666666667,0,0,0.523333333333333,0
"275",0.523333333333333,0,0,0.03,0.446666666666667
"276",0.0833333333333333,0,0,0.00166666666666667,0.915
"277",0,0,0,0,1
"278",0.496666666666667,0,0,0,0.503333333333333
"279",0.651666666666667,0,0,0,0.348333333333333
"280",0.0783333333333333,0,0,0,0.921666666666667
"281",0.741666666666667,0,0,0.258333333333333,0
"282",0.496666666666667,0,0,0.503333333333333,0
"283",0.265,0,0,0,0.735
"284",0.885,0,0,0,0.115
"285",0.508333333333333,0,0,0.491666666666667,0
"286",0.866666666666667,0,0,0.133333333333333,0
"287",0.158333333333333,0,0.0116666666666667,0,0.83
"288",0,0,0,0,1
"289",1,0,0,0,0
"290",0.568333333333333,0,0,0.431666666666667,0
"291",0.883333333333333,0,0,0,0.116666666666667
"292",0.885,0,0,0,0.115
"293",0.885,0,0,0,0.115
"294",0.0816666666666667,0,0.103333333333333,0.025,0.79
"295",0.496666666666667,0,0,0.503333333333333,0
"296",0.265,0,0,0,0.735
"297",0.866666666666667,0,0,0.133333333333333,0
"298",0.251666666666667,0,0,0.0866666666666667,0.661666666666667
"299",0.945,0,0,0.055,0
"300",0.496666666666667,0,0,0,0.503333333333333
"301",0.866666666666667,0,0,0.133333333333333,0
"302",0.885,0,0,0,0.115
"303",0.885,0,0,0,0.115
"304",0.945,0,0,0.055,0
"305",0.215,0,0,0.228333333333333,0.556666666666667
"306",0.471666666666667,0,0,0.528333333333333,0
"307",0.885,0,0,0,0.115
"308",0.651666666666667,0,0,0,0.348333333333333
"309",1,0,0,0,0
"310",0,0,0,0,1
"311",0.516666666666667,0,0,0.0283333333333333,0.455
"312",0.885,0,0,0,0.115
"313",0.15,0,0,0,0.85
"314",0.658333333333333,0,0,0.341666666666667,0
"315",0,0,0,0,1
"316",0.658333333333333,0,0,0.341666666666667,0
"317",0.613333333333333,0,0,0.386666666666667,0
"318",1,0,0,0,0
"319",0,0,0,0,1
"320",0.866666666666667,0,0,0.133333333333333,0
"321",0.496666666666667,0,0,0,0.503333333333333
"322",0,0,0,0,1
"323",0,0,0,0,1
"324",0.853333333333333,0,0,0,0.146666666666667
"325",0.885,0,0,0,0.115
"326",0.885,0,0,0,0.115
"327",1,0,0,0,0
"328",0.568333333333333,0,0,0.431666666666667,0
"329",0.998333333333333,0,0,0,0.00166666666666667
"330",0.215,0,0,0.0533333333333333,0.731666666666667
"331",0.583333333333333,0,0,0.416666666666667,0
"332",0.141666666666667,0,0,0,0.858333333333333
"333",0.885,0,0,0,0.115
"334",1,0,0,0,0
"335",0.265,0,0,0,0.735
"336",0.885,0,0,0,0.115
"337",0.085,0,0.151666666666667,0.035,0.728333333333333
"338",1,0,0,0,0
"339",0.263333333333333,0,0,0.005,0.731666666666667
"340",0.945,0,0,0.055,0
"341",0.651666666666667,0,0,0,0.348333333333333
"342",0.885,0,0,0,0.115
"343",0.178333333333333,0,0.01,0.438333333333333,0.373333333333333
"344",1,0,0,0,0
"345",0.506666666666667,0,0,0,0.493333333333333
"346",0.866666666666667,0,0,0.133333333333333,0
"347",0.496666666666667,0,0,0.503333333333333,0
"348",0.123333333333333,0,0,0,0.876666666666667
"349",0.471666666666667,0,0,0.528333333333333,0
"350",0.866666666666667,0,0,0.133333333333333,0
"351",0.998333333333333,0,0,0,0.00166666666666667
"352",0,0,0,0,1
"353",0.496666666666667,0,0,0.503333333333333,0
"354",0.885,0,0,0,0.115
"355",1,0,0,0,0
"356",0.123333333333333,0,0,0,0.876666666666667
"357",1,0,0,0,0
"358",1,0,0,0,0
"359",0.158333333333333,0,0,0,0.841666666666667
"360",1,0,0,0,0
"361",0.853333333333333,0,0,0,0.146666666666667
"362",0.251666666666667,0,0,0.0866666666666667,0.661666666666667
"363",0.588333333333333,0,0,0.411666666666667,0
"364",0.853333333333333,0,0,0,0.146666666666667
"365",0.713333333333333,0,0,0,0.286666666666667
"366",0.1,0,0.338333333333333,0.00333333333333333,0.558333333333333
"367",1,0,0,0,0
"368",0.183333333333333,0,0.08,0.248333333333333,0.488333333333333
"369",0.0833333333333333,0,0,0.00166666666666667,0.915
"370",1,0,0,0,0
"371",1,0,0,0,0
"372",1,0,0,0,0
"373",0.885,0,0,0,0.115
"374",0.475,0,0,0.525,0
"375",0,0,0,0,1
"376",0.593333333333333,0,0,0.406666666666667,0
"377",1,0,0,0,0
"378",1,0,0,0,0
"379",1,0,0,0,0
"380",0.155,0,0,0,0.845
"381",0.885,0,0,0,0.115
"382",0,0,0,0,1
"383",0,0,0,0,1
"384",0.0833333333333333,0,0,0,0.916666666666667
"385",0.591666666666667,0,0,0.408333333333333,0
"386",0.48,0,0,0.52,0
"387",0,0,0,0,1
"388",1,0,0,0,0
"389",0.885,0,0,0,0.115
"390",0.885,0,0,0,0.115
"391",0.178333333333333,0,0.0966666666666667,0.31,0.415
"392",0,0,0,0,1
"393",0.885,0,0,0,0.115
"394",0.256666666666667,0,0,0,0.743333333333333
"395",0.866666666666667,0,0,0.133333333333333,0
"396",0.471666666666667,0,0,0.528333333333333,0
"397",0.251666666666667,0,0,0.0866666666666667,0.661666666666667
"398",0.158333333333333,0,0,0,0.841666666666667
"399",1,0,0,0,0
"400",1,0,0,0,0
"401",0.885,0,0,0,0.115
"402",0.998333333333333,0,0,0,0.00166666666666667
"403",1,0,0,0,0
"404",0,0,0,0,1
"405",0.781666666666667,0,0,0,0.218333333333333
"406",0.568333333333333,0,0,0.431666666666667,0
"407",0.875,0,0,0,0.125
"408",0.583333333333333,0,0,0.416666666666667,0
"409",1,0,0,0,0
"410",0,0,0,0,1
"411",0.251666666666667,0,0,0.00166666666666667,0.746666666666667
"412",0.885,0,0,0,0.115
"413",1,0,0,0,0
"414",0.885,0,0,0,0.115
"415",0.591666666666667,0,0,0.408333333333333,0
"416",0.885,0,0,0,0.115
"417",0.741666666666667,0,0,0.258333333333333,0
"418",0.866666666666667,0,0,0.133333333333333,0
"419",0.885,0,0,0,0.115
"420",1,0,0,0,0
"421",1,0,0,0,0
"422",0,0,0,0,1
"423",0,0,0,0,1
"424",0.885,0,0,0,0.115
"425",0.945,0,0,0.055,0
"426",0.161666666666667,0,0,0,0.838333333333333
"427",0.885,0,0,0,0.115
"428",0.0783333333333333,0,0,0,0.921666666666667
"429",0.265,0,0,0,0.735
"430",0,0,0,0,1
"431",1,0,0,0,0
"432",0.658333333333333,0,0,0.341666666666667,0
"433",1,0,0,0,0
"434",0.593333333333333,0,0,0.406666666666667,0
"435",0,0,0,0,1
"436",0.0783333333333333,0,0,0,0.921666666666667
"437",0.875,0,0,0,0.125
"438",0.945,0,0,0.055,0
"439",0.0783333333333333,0,0,0,0.921666666666667
"440",0.875,0,0,0,0.125
"441",0.0833333333333333,0,0,0.00166666666666667,0.915
"442",1,0,0,0,0
"443",1,0,0,0,0
"444",0.535,0,0,0.465,0
"445",0.945,0,0,0.055,0
"446",1,0,0,0,0
"447",0.696666666666667,0,0,0.0266666666666667,0.276666666666667
"448",0.123333333333333,0,0,0,0.876666666666667
"449",0.158333333333333,0,0,0,0.841666666666667
"450",0.256666666666667,0,0,0,0.743333333333333
"451",0,0,0,0,1
"452",0.775,0,0.00833333333333333,0.0516666666666667,0.165
"453",1,0,0,0,0
"454",0.0833333333333333,0,0,0.00166666666666667,0.915
"455",0.866666666666667,0,0,0.133333333333333,0
"456",0.945,0,0,0.055,0
"457",1,0,0,0,0
"458",0.215,0,0,0.0533333333333333,0.731666666666667
"459",0.818333333333333,0,0,0,0.181666666666667
"460",0,0,0,0,1
"461",1,0,0,0,0
"462",0.508333333333333,0,0,0.491666666666667,0
"463",0,0,0,0,1
"464",0.251666666666667,0,0,0.0866666666666667,0.661666666666667
"465",0.866666666666667,0,0,0.133333333333333,0
"466",1,0,0,0,0
"467",0.251666666666667,0,0,0.0866666666666667,0.661666666666667
"468",0.778333333333333,0,0,0.0283333333333333,0.193333333333333
"469",0.651666666666667,0,0,0,0.348333333333333
"470",0.866666666666667,0,0,0.133333333333333,0
"471",0.148333333333333,0,0,0,0.851666666666667
"472",0.178333333333333,0,0.00166666666666667,0.523333333333333,0.296666666666667
"473",1,0,0,0,0
"474",0.945,0,0,0.055,0
"475",1,0,0,0,0
"476",0.766666666666667,0,0,0,0.233333333333333
"477",0.0833333333333333,0,0,0,0.916666666666667
"478",0.568333333333333,0,0,0.431666666666667,0
"479",0.141666666666667,0,0,0,0.858333333333333
"480",0.853333333333333,0,0,0,0.146666666666667
"481",0.215,0,0,0.228333333333333,0.556666666666667
"482",0.261666666666667,0,0,0.0333333333333333,0.705
"483",0.476666666666667,0,0,0.523333333333333,0
"484",0.256666666666667,0,0,0,0.743333333333333
"485",0.741666666666667,0,0,0.258333333333333,0
"486",0.178333333333333,0,0.00166666666666667,0.44,0.38
"487",0.995,0,0,0,0.005
"488",1,0,0,0,0
"489",0.123333333333333,0,0,0,0.876666666666667
"490",0,0,0,0,1
"491",0.0783333333333333,0,0,0,0.921666666666667
"492",0.215,0,0,0.0533333333333333,0.731666666666667
"493",0.568333333333333,0,0,0.431666666666667,0
"494",0.945,0,0,0.055,0
"495",0.265,0,0,0,0.735
"496",0.945,0,0,0.055,0
"497",0.54,0,0,0,0.46
"498",1,0,0,0,0
"499",0.883333333333333,0,0,0,0.116666666666667
"500",0.591666666666667,0,0,0.408333333333333,0
"501",0.885,0,0,0,0.115
"502",0.615,0,0,0.385,0
"503",0.506666666666667,0,0,0,0.493333333333333
"504",0.885,0,0,0,0.115
"505",0.741666666666667,0,0,0.258333333333333,0
"506",0.568333333333333,0,0,0.431666666666667,0
"507",0.215,0,0,0.0533333333333333,0.731666666666667
"508",0.945,0,0,0.055,0
"509",0.741666666666667,0,0,0.258333333333333,0
"510",0.885,0,0,0,0.115
"511",0.875,0,0,0,0.125
"512",0.57,0,0,0.43,0
"513",1,0,0,0,0
"514",0.713333333333333,0,0,0,0.286666666666667
"515",0.593333333333333,0,0,0.406666666666667,0
"516",0.523333333333333,0,0,0.03,0.446666666666667
"517",0.0783333333333333,0,0,0,0.921666666666667
"518",0.568333333333333,0,0,0.431666666666667,0
"519",0,0,0,0,1
"520",0.0833333333333333,0,0,0,0.916666666666667
"521",1,0,0,0,0
"522",0.651666666666667,0,0,0,0.348333333333333
"523",0.845,0,0,0,0.155
"524",0.713333333333333,0,0,0.02,0.266666666666667
"525",0.885,0,0,0,0.115
"526",0.475,0,0,0.525,0
"527",1,0,0,0,0
"528",0.588333333333333,0,0,0.411666666666667,0
"529",0,0,0,0,1
"530",0.885,0,0,0,0.115
"531",0,0,0,0,1
"532",0.945,0,0,0.055,0
"533",0.995,0,0,0,0.005
"534",0.866666666666667,0,0,0.133333333333333,0
"535",0.125,0,0,0,0.875
"536",1,0,0,0,0
"537",1,0,0,0,0
"538",0.713333333333333,0,0,0,0.286666666666667
"539",0.535,0,0,0.465,0
"540",0.183333333333333,0,0,0.121666666666667,0.695
"541",0.256666666666667,0,0,0,0.743333333333333
"542",0,0,0,0,1
"543",0.885,0,0,0,0.115
"544",0.08,0,0.00333333333333333,0,0.916666666666667
"545",0.155,0,0,0,0.845
"546",1,0,0,0,0
"547",0,0,0,0,1
"548",1,0,0,0,0
"549",0.215,0,0,0.228333333333333,0.556666666666667
"550",0,0,0,0,1
"551",1,0,0,0,0
"552",1,0,0,0,0
"553",1,0,0,0,0
"554",0.875,0,0,0,0.125
"555",0.0833333333333333,0,0,0,0.916666666666667
"556",0.0783333333333333,0,0,0,0.921666666666667
"557",0.178333333333333,0,0.00166666666666667,0.44,0.38
"558",1,0,0,0,0
"559",1,0,0,0,0
"560",0.588333333333333,0,0,0.411666666666667,0
"561",0.945,0,0,0.055,0
"562",0.471666666666667,0,0,0.528333333333333,0
"563",0.178333333333333,0,0.0133333333333333,0.206666666666667,0.601666666666667
"564",1,0,0,0,0
"565",0.0783333333333333,0,0,0,0.921666666666667
"566",1,0,0,0,0
"567",0.161666666666667,0,0,0,0.838333333333333
"568",0.731666666666667,0,0,0.025,0.243333333333333
"569",0.535,0,0,0.465,0
"570",1,0,0,0,0
"571",1,0,0,0,0
"572",0.568333333333333,0,0,0.431666666666667,0
"573",0.215,0,0,0.0533333333333333,0.731666666666667
"574",0,0,0,0,1
"575",0.885,0,0,0,0.115
"576",0.885,0,0,0,0.115
"577",0.535,0,0,0.465,0
"578",0.885,0,0,0,0.115
"579",0.0783333333333333,0,0,0,0.921666666666667
"580",1,0,0,0,0
"581",0.476666666666667,0,0,0.523333333333333,0
"582",0.0783333333333333,0,0,0,0.921666666666667
"583",0.568333333333333,0,0,0.431666666666667,0
"584",0.67,0,0,0,0.33
"585",0.651666666666667,0,0,0,0.348333333333333
"586",0.123333333333333,0,0,0,0.876666666666667
"587",0.885,0,0,0,0.115
"588",0.251666666666667,0,0,0.00166666666666667,0.746666666666667
"589",0.496666666666667,0,0,0,0.503333333333333
"590",1,0,0,0,0
"591",0.866666666666667,0,0,0.133333333333333,0
"592",0.588333333333333,0,0,0.411666666666667,0
"593",0,0,0,0,1
"594",0.471666666666667,0,0,0.528333333333333,0
"595",0.713333333333333,0,0,0,0.286666666666667
"596",0.48,0,0,0.52,0
"597",0.801666666666667,0,0.00166666666666667,0.0333333333333333,0.163333333333333
"598",0.741666666666667,0,0,0.258333333333333,0
"599",1,0,0,0,0
"600",0.123333333333333,0,0,0,0.876666666666667
"601",0.0783333333333333,0,0,0,0.921666666666667
"602",1,0,0,0,0
"603",0.676666666666667,0,0.00333333333333333,0.0366666666666667,0.283333333333333
"604",0.178333333333333,0,0.0116666666666667,0.481666666666667,0.328333333333333
"605",0,0,0,0,1
"606",0.0783333333333333,0,0,0,0.921666666666667
"607",0.651666666666667,0,0,0,0.348333333333333
"608",0.53,0,0,0.03,0.44
"609",0,0,0,0,1
"610",0.263333333333333,0,0,0.0133333333333333,0.723333333333333
"611",1,0,0,0,0
"612",0.721666666666667,0,0,0.00833333333333333,0.27
"613",0.885,0,0,0,0.115
"614",0.713333333333333,0,0,0.02,0.266666666666667
"615",0.883333333333333,0,0,0,0.116666666666667
"616",0.615,0,0,0.385,0
"617",0.731666666666667,0,0,0.025,0.243333333333333
"618",0.866666666666667,0,0,0.133333333333333,0
"619",0.885,0,0,0,0.115
"620",0.885,0,0,0,0.115
"621",0.271666666666667,0,0,0,0.728333333333333
"622",0.535,0,0,0.0216666666666667,0.443333333333333
"623",0.651666666666667,0,0,0,0.348333333333333
"624",0.593333333333333,0,0,0.406666666666667,0
"625",0.866666666666667,0,0,0.133333333333333,0
"626",0.271666666666667,0,0,0,0.728333333333333
"627",0.523333333333333,0,0,0.03,0.446666666666667
"628",0.158333333333333,0,0,0,0.841666666666667
"629",0.866666666666667,0,0,0.133333333333333,0
"630",0,0,0,0,1
"631",0.568333333333333,0,0,0.431666666666667,0
"632",0.998333333333333,0,0,0,0.00166666666666667
"633",0.885,0,0,0,0.115
"634",1,0,0,0,0
"635",0,0,0,0,1
"636",0.835,0,0,0,0.165
"637",0.885,0,0,0,0.115
"638",1,0,0,0,0
"639",0,0,0,0,1
"640",0.883333333333333,0,0,0,0.116666666666667
"641",0.15,0,0,0,0.85
"642",0.123333333333333,0,0,0,0.876666666666667
"643",0.15,0,0,0,0.85
"644",0.866666666666667,0,0,0.133333333333333,0
"645",0.885,0,0,0,0.115
"646",0.741666666666667,0,0,0.258333333333333,0
"647",0.741666666666667,0,0,0.258333333333333,0
"648",0,0,0,0,1
"649",0.0833333333333333,0,0,0,0.916666666666667
"650",0,0,0,0,1
"651",0,0,0,0,1
"652",1,0,0,0,0
"653",0.568333333333333,0,0,0.431666666666667,0
"654",1,0,0,0,0
"655",0.885,0,0,0,0.115
"656",0.265,0,0,0,0.735
"657",0.271666666666667,0,0,0,0.728333333333333
"658",1,0,0,0,0
"659",0.885,0,0,0,0.115
"660",0.741666666666667,0,0,0.258333333333333,0
"661",0,0,0,0,1
"662",0.866666666666667,0,0,0.133333333333333,0
"663",1,0,0,0,0
"664",0.613333333333333,0,0,0.386666666666667,0
"665",1,0,0,0,0
"666",1,0,0,0,0
"667",0.801666666666667,0,0.005,0.03,0.163333333333333
"668",1,0,0,0,0
"669",1,0,0,0,0
"670",1,0,0,0,0
"671",0.158333333333333,0,0,0,0.841666666666667
"672",0.998333333333333,0,0,0,0.00166666666666667
"673",0,0,0,0,1
"674",0.866666666666667,0,0,0.133333333333333,0
